inspection_id,law,violation_comments,corrective_comments
6609220,2-401.11,THERE WAS A DRINK CONTAINER WITHOUT A HANDLE OR A STRAW IN THE KITCHEN.HAD A PULL UP SPOUT THAT YOU DRINK FROM.,SET ASIDE AND OBTAIN A PROPER DRINK CONTAINER.I LEFT A PROPER DRINK CONTAINER FLYER.
6609220,3-501.16,RICE IN THE RICE WARMER WAS AT 70-90 F.,***CORRECTED*** RICE WAS REHEATED ON THE STOVE TOP.
6609220,"3-302.11(A)(1,2)",THERE WAS AN OPEN PACKAGE OF FROZEN SALMON OVER OPEN BOX OF STRAWBERRIES IN THE BACK AREA 2 DOOR UPRIGHT FREEZER.,***CORRECTED*** RAW FROZEN SALMON MOVED TO A SAFE LOCATION.
6609220,5-202.13,THE PREWASH HOSE HANGS INTO THE SINK BELOW.,***CORRECTED*** THE HOSE HAD A BRACKET SCREWED INTO IT SO THAT THE HOSE COULD NOT NOW HANG INTO THE SINK BELOW.***CORRECTED****
8505472,3-304.12,Tongs used for raw chicken in same water as knife used to cut raw beef. The temperature was 89F and had quat sanitizer in it.,***Corrected by keeping water at 41F or less or 135F to prevent pathogen growth.
8505472,4-203.12,The thermometer on 6 drawer refrigeration unit is not functioning and there were no thermometers in any of the drawers.,***Corrected by getting a thermometer in this unit ASAP.
8505472,3-501.17,Chubs of cooked ham without dates.,***Corrected. Chef knew open date and labeled.
8505472,3-501.18(A),Cooked broccoli dated 10/13 is past discard date.,***Corrected by discarding.
8505472,3-501.16,"2 units out - Refrigerated drawers under broiler holding 51F according to my digital thermometer run two times as there was no thermometer in unit and one on unit was nonfunctional. Raw fish (halibut and salmon) 50F, steak portioned 48 - 50F.***3 door silver king refrigeration unit in first station closest to dishwasher holding 45F according to unit thermometer and my digital thermometer.. Shrimp 45F, lobster 47F, pulled pork 59F, andouille sausage 47F, Macaroni and cheese sauce 53F in drop down insert on top.",***Corrected. Products that had not exceed 4 hours out of temperature were returned to walkin (holding 38F) for rapid cooling on sheet pans. No PHFs are held in any refrigerated untis overnight. Both units that these products were retrieved from this morning were 41F or below. Any products left in the units for service are to be minimal in amount and on ice to maintain 41F or less until the repairs are completed. This is a repeat violation on unit (drawers) under broiler and points are doubled. This requires a reinspection and I will return in 2 weeks.
8505472,5-204.11,The handsink that was previously in the bar area wait station with ice has been removed during a remodel.,***Corrected by re-installing. I will return in 2 weeks to reinspect and make sure there is a handwashing unit back in place.
6805957,4-601.11(A),"INTERIOR OF ICE MACHINE HAS SIGNIFICANT MOLD MILDEW, PLEASE USE A BLEACH OR SANITIZER AND SCRUB CLEAN THE INTERIOR OF THE ICE MACHINE AND ITS PARTS.FOR DETAILS ON HOW TO CLEAN, USE THE MANUFACTURE RECOMMENDATIONS.",CLEANING TO BE DONE ASAP.
3404614,4-601.11(B)(C),"Floors, walls, refrigerator handles, ice machine all have heavy soil build-up. Ice machine has significant mold growth. Floor drains and walls in warewashing room have significant mold build-up and several small flies are present. In bar area, soda gun holster had significant mold build-up and the floors were heavily soiled.",DEEP CLEAN THESE AREAS AND INCREASE THE FREQUENCY OF CLEANING TO REDUCE FLY POPULATION AND TO AVOID CROSS CONTAMINATION.
3404614,4-501.114(A),No detection of chlorine in large kitchen warewashing machine at time of inspection.,"***CORRECTED*** chlorine container was empty. A new container was hooked up, but it took several more runs to get 50 PPM of chlorine residual. PLEASE USE TEST PAPERS TO CHECK CHLORINE CONCENTRATION EVERYDAY."
3404614,"3-302.11(A)(1,2)","Raw, frozen chicken above hamburger buns in upright freezer across from ice machine.",***CORRECTED*** by education and Brad (cook) moving the buns to an upper shelf to avoid cross contamination.
6609198,3-603.11,OPERATOR IS STILL LACKING THE CONSUMER ADVISORY ON THE MENUS FOR THE BURGERS AND STEAKS BEING COOKED TO ORDER.,""
8704468,3-501.17,Lettuce in the verticle cooler along the back wall and cut tomatoes in the walkhad no dates,***Corrected***PIC had greens and tomatoes dated with prep date. **All cut greens and tomatoes must be datemarked if not used within 24 hours**
8704468,"3-302.11(A)(1,2)",Raw chicken stored above cod in the walk in cooler,***Corrected***PIC relocated chicken below the cod. Discussed segregation with the chef. Left with flier on animal product segregation.
8106433,"","",""
6205061,"","",""
9505487,6-501.114,SOME CABINETS AND SHELVING CROWDED WITH RANDOM ITEMS AND CLOTHING THAT DON'T APPEAR TO BE IN USE.,ORGANIZE AND CLEAN ALL SHELVES AND LOW CABINETS FOR EASIER CLEANING AND AS A PEST CONTROL MEASURE.
9505487,3-501.16,PAN OF SWEET & SOUR SPARE RIBS SITING ON COUNTER AT 57 DEGREES.ESTABLSIHMENT WAS NOT BUSY AT THE TIME.,"CORRECTED, PAN OF SWEET & SOUR SPARE RIBS PLACED INTO NEARBY REFRIGERATOR.REVIEWED DANGER OF FOOD SITTING OUT AT ROOM TEMPERATURE, UNLESS YOU ARE VERY BUSY, THEN YOU CAN HAVE A SMALL WORKING AMOUNT OUT AT ROOM TEMPERATURE.IT IS BEST TO STORE FOOD IN THE NEARBY REFIGERATORS BETWEEN USE."
9505487,2-301.13,OBSERVED KITCHEN STAFF MEMBER COUGH INTO HER HANDS AND SHE CONTINUED WORKING.,"CORRECTED, REVIEWED DOUBLE HANDWASHING REQUIREMENT WHEN FOOD WORKERS HANDS CONTACT BODILY FLUIDS.RECOMMEND COUGHING INTO YOUR ARM OR SHOULDER.EMPLOYEE OBSERVED WASHING HER HANDS TWICE AFTER SHE WAS TOLD TO DO SO."
9904184,6-202.11,A couple of lights in dishwashing area and in basement bakery area are missing shatterproof covers.,Replace shatterproof covers.
9904184,5-203.11,"Hand wash station is not set up in basement bakery area while it is in use. (Due to continued problems witih portable hand washing station, facility now uses a temporary hand washing station setup.)",CORRECTED DURING INSPECTION by agreeing to set up hand wash station whenever food preparation is occurring in basement area.
6105997,"","",""
9005155,4-904.11,Eating utensils for the customers wrapped in napkins are stored with the lip portion facing up.This is not good for hand to lip cross-contamination.,Flip silverware over in a sanitized container so that the lip portion of the utensils are not touched by servers hands.
9005155,3-501.18(A),"There is a lot of very good date marking occurring in this facility -- However there were 3 containers of stored food that I saw while I inspected that were past their 7 day storage window.They were Cooked ham stored in the walk-in dated 4-12, Marinara sauce stored in the tall reach-in in the front dated 4-14 & Ground Pork Salad ? Stored next to the marinara dated 4-22.",Discard all product after the 7 day posted date from 1st day prepared & dated.Date marking is consistently happening.
9005155,3-501.16,Egg bath is holding at 48F in the middle.It is cold held by sitting on ice. Egg bath has was made at 8:00amTherefore it does not need to be discarded. (within the 4 hour rule),Add Ice to ice bath so majority of the plastic container is submerged in ice.
9005155,"3-302.11(A)(1,2)",In the walk-in there were 2 bags of ground hamburger that had bleed onto a cardboard box of hot dogs & right next to a bag of raw carrots.,Put bagged raw hamburger in a leak proof container & store as indicated above. (Raw meat section is designated in the walk-in)
9904110,6-501.12,Floors throughout facility (particularly under dishwasher and under stove/grill) have food debris and soil buildup.,Clean and maintain.
9904110,6-202.15(E)(2),"Facility has not developed a Pest Control Plan for open air dining as discussed on last semi-annual inspection. Bay door is opened during today's inspection. No pests are observed. However, use of open air dining requires an approved Pest Control Plan.","USE PROVIDED TEMPLATE AND GUIDANCE DOCUMENT TO DEVELOP WRITTEN PEST CONTROL PLAN WITHIN 2 WEEKS, BY 4/2/15. You can submit documents electronically to MARY.SCHMIDT@MULTCO.US, fax to 503-988-5844 (Attn: Mary Schmidt), or inspector can pick up policy documents on re-inspection visit to occur in approximately 2 weeks."
9904110,"3-502.12(B)(1,2,3,5,6)(D)(1)(2afgh)(3)(4)(E)(2-4)","Facility is using Reduced Oxygen Packaging to package frozen salmon. PIC states the salmon is received frozen. However, commercial packages are opened, the salmon portioned into smaller sizes, and then sealed using vacuum packager. PIC states the salmon remains frozen before, during, and after packaging. The ROP'd portions are not date marked.-","Unless the frozen ROP'd salmon portions are date/time marked and the seal broken within 48 hours, then this activity requires a HACCP plan approved by Multnomah County Environmental Health. See handouts.- PIC segregates existing frozen salmon ROP'd on site and agrees it will not be served in the restaurant. The product will be removed from premises ASAP (to be used for personal consumption). - Discussed upcoming complimentary HACCP / ROP workshop for restaurant operators to be offered June 8-9, 2015. Note that this workshop will have limited spaces available and will require RSVP on a first come, first served basis. Inspector will email copy of HACCP Toolkit to operator and inform HACCP team of the firm's interest in receiving an invitation to the workshop."
9904110,3-603.11,"Menus include a statement about potential health risk of consuming raw seafood or meats. The health reminder statement does not include eggs in the sentence warning of potential illness risk.Also, the menus do not identify which menu items contain raw or undercooked seafood or eggs.- At last semi-annual inspection 8/14/15, it wwas agreed that electronic versions of menus would be updated within 2 weeks, and new menus would be printed at least by 1/1/15.","REVISE MENUS TO MEET CONSUMER ADVISORY REQUIREMENT WITHIN 2 WEEKS, BY 4/2/15. Make the following changes:- Idenfity which items on the menu contain raw or undercooked seafood, eggs, or meats (you can mark either items that DO or items that do NOT contain raw/undercooked animal products, as long as the designation is clear).- Revise health reminder statement to include eggs. For example, ONE way to meet requirement (if you choose to mark menu items that DO contain raw seafood/eggs) could be These items include raw seafood, eggs, or meats. Consuming raw or undercooked seafood, eggs, and meats may increase your risk of foodborne illness.- You can email drafts of menu revisions for review prior to printing if that is helpful:MARY.SCHMIDT@MULTCO.US. Also please let inspector know if anything will prevent completion of menu revisions by 4/2/15."
9904110,"3-501.19(A)(B)(2)(C)(2,3)","Facility has developed a written Time as Public Health Control policy for sushi rice which was approved by Multnomah County Environmental Health on 9/25/14. However, sushi rice is not time marked as specified in the policy.",CORRECTED DURING INSPECTION by time marking sushi rice. Please work with new staff to ensure everyone follows policy of time marking rice when it is prepared and removed from temperature control.
9904110,3-402.12,Parasite destruction letters from suppliers are not available for raw seafood products.,"PROVIDE LETTERS / INVOICES FROM SUPPLIER(S) OF RAW SEAFOOD THAT STATES THE SEAFOOD HAS BEEN FROZEN AT SUFFICIENT TEMPERATURES AND TIMES TO ACHIEVE PARASITE DESTRUCTION WITHIN 2 WEEKS, BY 4/2/15. Certification should specify species of fish that are certified parasite free. If this information is provided on a letter instead of on invoices, then the letters must be renewed annually and must reflect 2015."
9904110,5-202.12(A),Hand wash sink near sushi preparation area does not provide hot water. This sink also drains slowly due to clog.,"REPAIR HAND SINK TO PROVIDE HOT WATER AND DRAIN PROPERLY WITHIN 2 WEEKS, BY 4/2/15."
6609055,6-202.11,THE BACK KITCHEN AREA AND THE BASEMENT FOOD STORAGE AREA WERE LACKING LIGHT SHIELDS.,PROVIDE.
6609055,5-202.13,THEBAR AREA ICE BIN HAS A PIPE THAT RUNS TO THE HANDSINK WASTE LINE - NO AIR GAP PRESENT.,FOR NOW THE OPERATOR DISCONNECTED THE CONNECTION AND PUT A BUCKET UNDER IT.MUST PROVIDE AN INDIRECT CONNECTION TO THE SEWER.
6609055,3-304.12,THE IN USE UTENSILS WERE STORED IN WATER AT 88 F.,KEEP IN ICE WATER OR WATER OVER 135 F.
6609055,3-304.14,THE IN USE WIPING CLOTHS WERE LACKING SANITIZER IN THE SANITIZER BUCKET.,KEEP 100 PPM FREE CHLORINE ON ALL WIPING CLOTHS.
6609055,"3-302.11(A)(1,2)",RAW FROZEN MEATS IN OPEN PACKAGES STORED OVER CONTAINERS OF ICE IN THE BASEMENT FREEZER.,STORE THE RAW MEATS ON THE BOTTOM SHELF.
6609055,"2-102.11(C)(2,3,17)",PIC NOT AWARE OF ANY OF THE DISEASES OF EXCLUSION.,***CORRECTED*** BY DISCUSSION AND BY PASSING OUT A FLYER ON THEM.
6609055,3-501.13,OPERATOR IS THAWING RAW PACKAGED BEEF IN A TRAY IN THE BASEMENT OUT AT ROOM TEMPERATURE.,THAW UNDER RUNNING WATER.
8704513,3-304.14,Wiping cloths and sanitizer buckets tested 0-25ppm chlorine. Please test sanitizer buckets to ensure levels of 50-100ppm chlorine.,""
8704513,7-201.11,Chemical storage held on a shelf above clean dishes post dishwashing.,***Corrected***PIC relocated the chemicals away from dishwasher.
